-20	403.897
-19.95	404.076
-19.9	404.255
-19.85	404.427
-19.8	404.582
-19.75	404.739
-19.7	404.888
-19.65	405.027
-19.6	405.156
-19.55	405.276
-19.5	405.39
-19.45	405.503
-19.4	405.607
-19.35	405.705
-19.3	405.808
-19.25	405.914
-19.2	406.023
-19.15	406.138
-19.1	406.26
-19.05	406.38
-19	406.506
-18.95	406.637
-18.9	406.764
-18.85	406.887
-18.8	407.009
-18.75	407.122
-18.7	407.224
-18.65	407.32
-18.6	407.414
-18.55	407.508
-18.5	407.601
-18.45	407.694
-18.4	407.786
-18.35	407.879
-18.3	407.972
-18.25	408.062
-18.2	408.147
-18.15	408.221
-18.1	408.289
-18.05	408.356
-18	408.423
-17.95	408.495
-17.9	408.576
-17.85	408.665
-17.8	408.759
-17.75	408.857
-17.7	408.955
-17.65	409.049
-17.6	409.139
-17.55	409.219
-17.5	409.288
-17.45	409.349
-17.4	409.407
-17.35	409.467
-17.3	409.531
-17.25	409.597
-17.2	409.666
-17.15	409.74
-17.1	409.816
-17.05	409.891
-17	409.965
-16.95	410.037
-16.9	410.106
-16.85	410.173
-16.8	410.237
-16.75	410.297
-16.7	410.354
-16.65	410.413
-16.6	410.473
-16.55	410.535
-16.5	410.601
-16.45	410.669
-16.4	410.737
-16.35	410.808
-16.3	410.88
-16.25	410.951
-16.2	411.019
-16.15	411.086
-16.1	411.15
-16.05	411.21
-16	411.267
-15.95	411.322
-15.9	411.374
-15.85	411.428
-15.8	411.483
-15.75	411.539
-15.7	411.593
-15.65	411.646
-15.6	411.701
-15.55	411.756
-15.5	411.809
-15.45	411.859
-15.4	411.906
-15.35	411.953
-15.3	412.001
-15.25	412.05
-15.2	412.1
-15.15	412.15
-15.1	412.202
-15.05	412.255
-15	412.312
-14.95	412.37
-14.9	412.425
-14.85	412.478
-14.8	412.529
-14.75	412.578
-14.7	412.627
-14.65	412.674
-14.6	412.719
-14.55	412.761
-14.5	412.802
-14.45	412.844
-14.4	412.891
-14.35	412.939
-14.3	412.986
-14.25	413.034
-14.2	413.082
-14.15	413.132
-14.1	413.185
-14.05	413.237
-14	413.283
-13.95	413.327
-13.9	413.368
-13.85	413.408
-13.8	413.447
-13.75	413.485
-13.7	413.522
-13.65	413.558
-13.6	413.597
-13.55	413.637
-13.5	413.681
-13.45	413.725
-13.4	413.771
-13.35	413.818
-13.3	413.864
-13.25	413.91
-13.2	413.956
-13.15	414.001
-13.1	414.043
-13.05	414.081
-13	414.116
-12.95	414.15
-12.9	414.18
-12.85	414.211
-12.8	414.241
-12.75	414.27
-12.7	414.301
-12.65	414.336
-12.6	414.375
-12.55	414.416
-12.5	414.459
-12.45	414.502
-12.4	414.544
-12.35	414.587
-12.3	414.629
-12.25	414.667
-12.2	414.7
-12.15	414.727
-12.1	414.752
-12.05	414.777
-12	414.802
-11.95	414.828
-11.9	414.854
-11.85	414.879
-11.8	414.905
-11.75	414.933
-11.7	414.962
-11.65	414.992
-11.6	415.024
-11.55	415.055
-11.5	415.085
-11.45	415.119
-11.4	415.152
-11.35	415.183
-11.3	415.21
-11.25	415.232
-11.2	415.252
-11.15	415.271
-11.1	415.29
-11.05	415.308
-11	415.324
-10.95	415.342
-10.9	415.362
-10.85	415.386
-10.8	415.412
-10.75	415.436
-10.7	415.458
-10.65	415.48
-10.6	415.502
-10.55	415.525
-10.5	415.548
-10.45	415.567
-10.4	415.585
-10.35	415.603
-10.3	415.62
-10.25	415.637
-10.2	415.655
-10.15	415.671
-10.1	415.686
-10.05	415.702
-10	415.717
-9.95	415.733
-9.9	415.748
-9.85	415.765
-9.8	415.783
-9.75	415.803
-9.7	415.822
-9.65	415.841
-9.6	415.86
-9.55	415.878
-9.5	415.896
-9.45	415.913
-9.4	415.927
-9.35	415.941
-9.3	415.954
-9.25	415.966
-9.2	415.978
-9.15	415.991
-9.1	416.005
-9.05	416.02
-9	416.035
-8.95	416.051
-8.9	416.066
-8.85	416.082
-8.8	416.098
-8.75	416.111
-8.7	416.123
-8.65	416.133
-8.6	416.143
-8.55	416.153
-8.5	416.164
-8.45	416.174
-8.4	416.183
-8.35	416.192
-8.3	416.203
-8.25	416.215
-8.2	416.227
-8.15	416.238
-8.1	416.247
-8.05	416.256
-8	416.264
-7.95	416.274
-7.9	416.283
-7.85	416.293
-7.8	416.302
-7.75	416.311
-7.7	416.321
-7.65	416.332
-7.6	416.343
-7.55	416.352
-7.5	416.36
-7.45	416.366
-7.4	416.371
-7.35	416.374
-7.3	416.376
-7.25	416.376
-7.2	416.377
-7.15	416.378
-7.1	416.379
-7.05	416.38
-7	416.383
-6.95	416.385
-6.9	416.387
-6.85	416.387
-6.8	416.387
-6.75	416.386
-6.7	416.385
-6.65	416.383
-6.6	416.381
-6.55	416.38
-6.5	416.381
-6.45	416.382
-6.4	416.383
-6.35	416.384
-6.3	416.385
-6.25	416.385
-6.2	416.386
-6.15	416.387
-6.1	416.387
-6.05	416.387
-6	416.388
-5.9	416.386
-5.8	416.383
-5.7	416.377
-5.6	416.368
-5.5	416.361
-5.4	416.356
-5.3	416.348
-5.2	416.336
-5.1	416.317
-5	416.298
-4.9	416.28
-4.8	416.262
-4.7	416.242
-4.6	416.217
-4.5	416.188
-4.4	416.157
-4.3	416.128
-4.2	416.099
-4.1	416.067
-4	416.035
-3.9	416.006
-3.8	415.978
-3.7	415.952
-3.6	415.926
-3.5	415.899
-3.4	415.87
-3.3	415.841
-3.2	415.812
-3.1	415.783
-3	415.752
-2.9	415.722
-2.8	415.692
-2.7	415.662
-2.6	415.633
-2.5	415.601
-2.4	415.568
-2.3	415.532
-2.2	415.494
-2.1	415.457
-2	415.42
-1.9	415.385
-1.8	415.349
-1.7	415.313
-1.6	415.278
-1.5	415.243
-1.4	415.209
-1.3	415.172
-1.2	415.131
-1.1	415.087
-1	415.044
-0.9	415.002
-0.8	414.962
-0.7	414.921
-0.6	414.88
-0.5	414.84
-0.4	414.799
-0.3	414.76
-0.2	414.72
-0.1	414.678
-4.57967e-15	414.633
0.1	414.59
0.2	414.546
0.3	414.504
0.4	414.461
0.5	414.417
0.6	414.371
0.7	414.326
0.8	414.281
0.9	414.234
1	414.189
1.1	414.144
1.2	414.099
1.3	414.054
1.4	414.007
1.5	413.958
1.6	413.906
1.7	413.854
1.8	413.8
1.9	413.742
2	413.681
2.1	413.617
2.2	413.553
2.3	413.489
2.4	413.426
2.5	413.361
2.6	413.297
2.7	413.232
2.8	413.167
2.9	413.101
3	413.033
3.1	412.966
3.2	412.898
3.3	412.826
3.4	412.748
3.5	412.67
3.6	412.594
3.7	412.519
3.8	412.445
3.9	412.369
4	412.294
4.1	412.222
4.2	412.152
4.3	412.082
4.4	412.013
4.5	411.944
4.6	411.876
4.7	411.808
4.8	411.738
4.9	411.666
5	411.592
5.1	411.52
5.2	411.445
5.3	411.37
5.4	411.291
5.5	411.204
5.6	411.115
5.7	411.028
5.8	410.943
5.9	410.855
6	410.765
6.1	410.674
6.2	410.586
6.3	410.505
6.4	410.425
6.5	410.345
6.6	410.264
6.7	410.18
6.8	410.095
6.9	410.01
7	409.926
7.1	409.843
7.2	409.76
7.3	409.677
7.4	409.597
7.5	409.521
7.6	409.443
7.7	409.36
7.8	409.275
7.9	409.189
8	409.105
8.1	409.013
8.2	408.911
8.3	408.81
8.4	408.714
8.5	408.624
8.6	408.534
8.7	408.443
8.8	408.351
8.9	408.266
9	408.185
9.1	408.102
9.2	408.014
9.3	407.923
9.4	407.832
9.5	407.739
9.6	407.644
9.7	407.548
9.8	407.449
9.9	407.352
10	407.257
10.1	407.156
10.2	407.053
10.3	406.952
10.4	406.852
10.5	406.752
10.6	406.66
10.7	406.57
10.8	406.484
10.9	406.402
11	406.319
11.1	406.232
11.2	406.146
11.3	406.062
11.4	405.972
11.5	405.873
11.6	405.771
11.7	405.674
11.8	405.583
11.9	405.495
12	405.402
12.1	405.304
12.2	405.213
12.3	405.128
12.4	405.039
12.5	404.946
12.6	404.853
12.7	404.762
12.8	404.674
12.9	404.583
13	404.488
13.1	404.392
13.2	404.296
13.3	404.194
13.4	404.09
13.5	403.981
13.6	403.873
13.7	403.768
13.8	403.669
13.9	403.574
14	403.488
14.1	403.406
14.2	403.322
14.3	403.237
14.4	403.156
14.5	403.077
14.6	402.998
14.7	402.917
14.8	402.833
14.9	402.751
15	402.673
15.1	402.597
15.2	402.515
15.3	402.427
15.4	402.333
15.5	402.236
15.6	402.138
15.7	402.042
15.8	401.948
15.9	401.858
16	401.776
16.1	401.702
16.2	401.632
16.3	401.565
16.4	401.498
16.5	401.431
16.6	401.364
16.7	401.295
16.8	401.226
16.9	401.152
17	401.076
17.1	401.002
17.2	400.931
17.3	400.861
17.4	400.791
17.5	400.723
17.6	400.655
17.7	400.591
17.8	400.529
17.9	400.469
18	400.409
18.1	400.35
18.2	400.289
18.3	400.227
18.4	400.165
18.5	400.105
18.6	400.046
18.7	399.987
18.8	399.926
18.9	399.868
19	399.812
19.1	399.757
19.2	399.701
19.3	399.643
19.4	399.585
19.5	399.528
19.6	399.472
19.7	399.417
19.8	399.361
19.9	399.307
20	399.256
20.1	399.208
20.2	399.161
20.3	399.115
20.4	399.07
20.5	399.025
20.6	398.98
20.7	398.935
20.8	398.888
20.9	398.841
21	398.793
21.1	398.745
21.2	398.696
21.3	398.649
21.4	398.603
21.5	398.556
21.6	398.51
21.7	398.464
21.8	398.42
21.9	398.379
22	398.336
22.1	398.292
22.2	398.248
22.3	398.203
22.4	398.158
22.5	398.114
22.6	398.067
22.7	398.02
22.8	397.974
22.9	397.932
23	397.893
23.1	397.856
23.2	397.821
23.3	397.789
23.4	397.758
23.5	397.726
23.6	397.695
23.7	397.664
23.8	397.632
23.9	397.599
24	397.566
24.1	397.533
24.2	397.501
24.3	397.47
24.4	397.439
24.5	397.404
24.6	397.368
24.7	397.333
24.8	397.299
24.9	397.264
25	397.228
25.1	397.192
25.2	397.156
25.3	397.124
25.4	397.096
25.5	397.069
25.6	397.039
25.7	397.008
25.8	396.977
25.9	396.952
26	396.937
26.1	396.92
26.2	396.897
26.3	396.87
26.4	396.841
26.5	396.81
26.6	396.777
26.7	396.738
26.8	396.694
26.9	396.656
27	396.622
27.1	396.591
27.2	396.568
27.3	396.55
27.4	396.533
27.5	396.516
27.6	396.494
27.7	396.467
27.8	396.439
27.9	396.41
28	396.377
28.1	396.342
28.2	396.309
28.3	396.28
28.4	396.253
28.5	396.226
28.6	396.202
28.7	396.179
28.8	396.157
28.9	396.135
29	396.11
29.1	396.084
29.2	396.058
29.3	396.034
29.4	396.008
29.5	395.977
29.6	395.946
29.7	395.917
29.8	395.893
29.9	395.871
30	395.851
30.1	395.83
30.2	395.808
30.3	395.79
30.4	395.773
30.5	395.757
30.6	395.738
30.7	395.717
30.8	395.693
30.9	395.672
31	395.651
31.1	395.63
31.2	395.608
31.3	395.585
31.4	395.564
31.5	395.543
31.6	395.522
31.7	395.501
31.8	395.481
31.9	395.463
32	395.446
32.1	395.428
32.2	395.407
32.3	395.386
32.4	395.371
32.5	395.354
32.6	395.337
32.7	395.319
32.8	395.301
32.9	395.284
33	395.268
33.1	395.252
33.2	395.236
33.3	395.222
33.4	395.206
33.5	395.191
33.6	395.176
33.7	395.162
33.8	395.149
33.9	395.134
34	395.117
34.1	395.097
34.2	395.078
34.3	395.058
34.4	395.037
34.5	395.017
34.6	394.999
34.7	394.982
34.8	394.967
34.9	394.952
35	394.937
35.1	394.92
35.2	394.905
35.3	394.891
35.4	394.875
35.5	394.857
35.6	394.839
35.7	394.822
35.8	394.806
35.9	394.793
36	394.779
36.1	394.765
36.2	394.753
36.3	394.742
36.4	394.73
36.5	394.719
36.6	394.707
36.7	394.693
36.8	394.678
36.9	394.665
37	394.652
37.1	394.633
37.2	394.613
37.3	394.594
37.4	394.578
37.5	394.565
37.6	394.552
37.7	394.535
37.8	394.517
37.9	394.504
38	394.496
38.1	394.486
38.2	394.472
38.3	394.456
38.4	394.441
38.5	394.431
38.6	394.423
38.7	394.414
38.8	394.401
38.9	394.389
39	394.38
39.1	394.372
39.2	394.365
39.3	394.355
39.4	394.341
39.5	394.327
39.6	394.314
39.7	394.302
39.8	394.289
39.9	394.275
40	394.26
40.1	394.247
40.2	394.236
40.3	394.223
40.4	394.209
40.5	394.196
40.6	394.184
40.7	394.176
40.8	394.167
40.9	394.157
41	394.148
41.1	394.142
41.2	394.135
41.3	394.127
41.4	394.117
41.5	394.105
41.6	394.092
41.7	394.08
41.8	394.069
41.9	394.06
42	394.051
42.1	394.042
42.2	394.031
42.3	394.018
42.4	394.007
42.5	394
42.6	393.991
42.7	393.981
42.8	393.971
42.9	393.958
43	393.946
