"DATA No","DATE","TIME","³µËÙ","A1","A2","A3","A4","A1-----A4ID1"
30,2017/11/30,09:29:47,1.284706E+01,8,143,165,3451,5
31,2017/11/30,09:29:47,1.284706E+01,6,149,142,3453,5
32,2017/11/30,09:29:47,1.284706E+01,11,144,119,3472,5
33,2017/11/30,09:29:47,1.284706E+01,9,122,105,3488,5
34,2017/11/30,09:29:47,1.284706E+01,10,80,88,3501,5
35,2017/11/30,09:29:47,1.284706E+01,9,13,69,3495,5
36,2017/11/30,09:29:47,1.284706E+01,8,-29,36,3478,5
37,2017/11/30,09:29:47,1.284706E+01,9,-45,10,3445,5
38,2017/11/30,09:29:47,1.284706E+01,9,-43,-15,3415,5
39,2017/11/30,09:29:47,1.284706E+01,8,-38,-39,3394,5
40,2017/11/30,09:29:47,1.284706E+01,6,-36,-61,3395,5
41,2017/11/30,09:29:47,1.284706E+01,7,-23,-79,3415,5
42,2017/11/30,09:29:47,1.284706E+01,8,-4,-84,3442,5
43,2017/11/30,09:29:47,1.284706E+01,9,6,-72,3462,5
44,2017/11/30,09:29:47,1.284706E+01,9,5,-52,3472,5
45,2017/11/30,09:29:47,1.284706E+01,9,3,-34,3475,5
46,2017/11/30,09:29:47,1.284706E+01,10,5,-25,3459,5
47,2017/11/30,09:29:47,1.284706E+01,8,7,-12,3435,5
48,2017/11/30,09:29:47,1.284706E+01,7,5,6,3407,5
49,2017/11/30,09:29:47,1.284706E+01,8,4,22,3384,5
50,2017/11/30,09:29:47,1.284706E+01,7,8,36,3365,5
51,2017/11/30,09:29:47,1.284706E+01,7,20,44,3346,5
52,2017/11/30,09:29:47,1.284706E+01,14,40,50,3336,5
53,2017/11/30,09:29:47,1.284706E+01,42,73,46,3335,5
54,2017/11/30,09:29:47,1.284706E+01,68,95,45,3335,5
55,2017/11/30,09:29:47,1.284706E+01,92,106,47,3334,5
56,2017/11/30,09:29:47,1.284706E+01,126,104,51,3326,5
57,2017/11/30,09:29:47,1.284706E+01,182,91,50,3314,5
58,2017/11/30,09:29:47,1.284706E+01,271,71,40,3296,5
59,2017/11/30,09:29:47,1.284706E+01,409,36,31,3283,5
60,2017/11/30,09:29:47,1.284706E+01,531,0,14,3271,5
61,2017/11/30,09:29:47,1.284706E+01,656,-29,-5,3264,5
62,2017/11/30,09:29:47,1.284706E+01,771,-40,-27,3266,5
63,2017/11/30,09:29:47,1.284706E+01,878,-36,-44,3275,5
64,2017/11/30,09:29:47,1.284706E+01,983,-31,-48,3288,5
65,2017/11/30,09:29:47,1.284706E+01,1139,-24,-41,3296,5
66,2017/11/30,09:29:47,1.284706E+01,1274,-3,-24,3305,5
67,2017/11/30,09:29:47,1.284706E+01,1393,58,-6,3317,5
68,2017/11/30,09:29:47,1.284706E+01,1487,152,9,3328,5
69,2017/11/30,09:29:47,1.284706E+01,1572,243,17,3333,1572
70,2017/11/30,09:29:47,1.284706E+01,1646,311,19,3329,1646
71,2017/11/30,09:29:47,1.284706E+01,1721,357,19,3322,1721
72,2017/11/30,09:29:47,1.284706E+01,1762,393,24,3314,1762
73,2017/11/30,09:29:47,1.284706E+01,1812,444,23,3306,1812
74,2017/11/30,09:29:47,1.284706E+01,1885,517,16,3295,1885
75,2017/11/30,09:29:47,1.284706E+01,1969,610,4,3282,1969
76,2017/11/30,09:29:47,1.284706E+01,2043,712,-2,3270,2043
77,2017/11/30,09:29:47,1.284706E+01,2110,827,-1,3270,2110
78,2017/11/30,09:29:47,1.284706E+01,2159,903,5,3271,2159
79,2017/11/30,09:29:47,1.284706E+01,2198,977,9,3272,2198
80,2017/11/30,09:29:47,1.284706E+01,2227,1062,11,3266,2227
81,2017/11/30,09:29:47,1.284706E+01,2261,1159,15,3255,2261
82,2017/11/30,09:29:47,1.284706E+01,2311,1263,22,3244,2311
83,2017/11/30,09:29:47,1.284706E+01,2394,1366,29,3236,2394
84,2017/11/30,09:29:47,1.284706E+01,2454,1417,26,3236,2454
85,2017/11/30,09:29:47,1.284706E+01,2501,1456,15,3239,2501
86,2017/11/30,09:29:47,1.284706E+01,2531,1495,7,3247,2531
87,2017/11/30,09:29:47,1.284706E+01,2549,1538,12,3254,2549
88,2017/11/30,09:29:47,1.284706E+01,2543,1581,30,3261,2543
89,2017/11/30,09:29:47,1.284706E+01,2535,1623,47,3267,2535
90,2017/11/30,09:29:47,1.284706E+01,2532,1659,59,3270,2532
91,2017/11/30,09:29:47,1.284706E+01,2535,1697,66,3269,2535
92,2017/11/30,09:29:47,1.284706E+01,2541,1724,78,3259,2541
93,2017/11/30,09:29:47,1.284706E+01,2549,1735,92,3248,2549
94,2017/11/30,09:29:47,1.284706E+01,2560,1731,101,3237,2560
95,2017/11/30,09:29:47,1.284706E+01,2560,1721,106,3228,2560
96,2017/11/30,09:29:47,1.284706E+01,2543,1712,110,3222,2543
97,2017/11/30,09:29:47,1.284706E+01,2511,1698,113,3212,2511
98,2017/11/30,09:29:47,1.284706E+01,2473,1672,114,3203,2473
99,2017/11/30,09:29:47,1.284706E+01,2443,1631,113,3198,2443
100,2017/11/30,09:29:47,1.284706E+01,2421,1585,113,3195,2421
101,2017/11/30,09:29:47,1.284706E+01,2411,1522,114,3199,2411
102,2017/11/30,09:29:47,1.284706E+01,2405,1470,109,3205,2405
103,2017/11/30,09:29:47,1.284706E+01,2402,1416,94,3205,2402
104,2017/11/30,09:29:47,1.284706E+01,2403,1355,70,3202,2403
105,2017/11/30,09:29:47,1.284706E+01,2406,1292,47,3195,2406
106,2017/11/30,09:29:47,1.284706E+01,2399,1224,23,3193,2399
107,2017/11/30,09:29:47,1.284706E+01,2372,1151,-4,3193,2372
108,2017/11/30,09:29:47,1.284706E+01,2343,1110,-37,3192,2343
109,2017/11/30,09:29:47,1.284706E+01,2324,1080,-50,3186,2324
110,2017/11/30,09:29:47,1.284706E+01,2313,1056,-43,3176,2313
111,2017/11/30,09:29:47,1.284706E+01,2301,1026,-29,3168,2301
112,2017/11/30,09:29:47,1.284706E+01,2289,982,-19,3161,2289
113,2017/11/30,09:29:47,1.284706E+01,2275,911,-18,3153,2275
114,2017/11/30,09:29:47,1.284706E+01,2267,858,-26,3142,2267
115,2017/11/30,09:29:47,1.284706E+01,2258,823,-35,3129,2258
116,2017/11/30,09:29:47,1.284706E+01,2240,809,-37,3116,2240
117,2017/11/30,09:29:47,1.284706E+01,2223,802,-32,3104,2223
118,2017/11/30,09:29:47,1.284706E+01,2209,790,-23,3086,2209
119,2017/11/30,09:29:47,1.284706E+01,2203,776,-15,3076,2203
120,2017/11/30,09:29:47,1.284706E+01,2213,770,-6,3075,2213
121,2017/11/30,09:29:47,1.284706E+01,2225,778,11,3076,2225
122,2017/11/30,09:29:47,1.284706E+01,2237,800,37,3080,2237
123,2017/11/30,09:29:47,1.284706E+01,2240,830,60,3081,2240
124,2017/11/30,09:29:47,1.284706E+01,2241,863,70,3081,2241
125,2017/11/30,09:29:47,1.284706E+01,2249,895,72,3079,2249
126,2017/11/30,09:29:47,1.284706E+01,2260,919,81,3074,2260
127,2017/11/30,09:29:47,1.284706E+01,2274,950,88,3070,2274
128,2017/11/30,09:29:47,1.284706E+01,2281,998,85,3067,2281
129,2017/11/30,09:29:47,1.284706E+01,2293,1048,71,3063,2293
130,2017/11/30,09:29:47,1.284706E+01,2303,1091,52,3057,2303
131,2017/11/30,09:29:47,1.284706E+01,2327,1133,34,3049,2327
132,2017/11/30,09:29:47,1.284706E+01,2346,1162,7,3042,2346
133,2017/11/30,09:29:47,1.284706E+01,2364,1192,-18,3032,2364
134,2017/11/30,09:29:47,1.284706E+01,2382,1224,-36,3019,2382
135,2017/11/30,09:29:47,1.284706E+01,2394,1258,-39,3007,2394
136,2017/11/30,09:29:47,1.284706E+01,2401,1292,-32,2994,2401
137,2017/11/30,09:29:47,1.284706E+01,2400,1329,-18,2990,2400
138,2017/11/30,09:29:47,1.284706E+01,2397,1349,-4,2992,2397
139,2017/11/30,09:29:47,1.284706E+01,2394,1364,-1,2994,2394
140,2017/11/30,09:29:47,1.284706E+01,2394,1379,-3,2996,2394
141,2017/11/30,09:29:47,1.284706E+01,2401,1398,-7,2996,2401
142,2017/11/30,09:29:47,1.284706E+01,2410,1419,-4,2991,2410
143,2017/11/30,09:29:47,1.284706E+01,2421,1435,3,2988,2421
144,2017/11/30,09:29:47,1.284706E+01,2429,1433,8,2987,2429
145,2017/11/30,09:29:47,1.284706E+01,2434,1423,4,2988,2434
146,2017/11/30,09:29:47,1.284706E+01,2436,1413,0,2988,2436
147,2017/11/30,09:29:47,1.284706E+01,2434,1400,0,2990,2434
148,2017/11/30,09:29:47,1.284706E+01,2430,1388,6,2990,2430
149,2017/11/30,09:29:47,1.284706E+01,2422,1370,15,2991,2422
150,2017/11/30,09:29:47,1.284706E+01,2420,1351,22,2990,2420
151,2017/11/30,09:29:47,1.284706E+01,2418,1332,24,2987,2418
152,2017/11/30,09:29:47,1.284706E+01,2419,1309,24,2983,2419
153,2017/11/30,09:29:47,1.284706E+01,2419,1283,22,2982,2419
154,2017/11/30,09:29:47,1.284706E+01,2417,1259,19,2981,2417
155,2017/11/30,09:29:47,1.284706E+01,2409,1232,9,2980,2409
156,2017/11/30,09:29:47,1.284706E+01,2397,1213,-6,2978,2397
157,2017/11/30,09:29:47,1.284706E+01,2384,1192,-10,2974,2384
158,2017/11/30,09:29:47,1.284706E+01,2375,1167,-7,2969,2375
159,2017/11/30,09:29:47,1.284706E+01,2371,1144,0,2960,2371
160,2017/11/30,09:29:47,1.284706E+01,2368,1128,4,2951,2368
161,2017/11/30,09:29:47,1.284706E+01,2373,1115,3,2945,2373
162,2017/11/30,09:29:47,1.284706E+01,2376,1108,1,2938,2376
163,2017/11/30,09:29:47,1.284706E+01,2375,1103,1,2932,2375
164,2017/11/30,09:29:47,1.284706E+01,2370,1101,3,2928,2370
165,2017/11/30,09:29:47,1.284706E+01,2371,1102,5,2925,2371
166,2017/11/30,09:29:47,1.284706E+01,2376,1107,7,2922,2376
167,2017/11/30,09:29:47,1.284706E+01,2384,1121,7,2919,2384
168,2017/11/30,09:29:47,1.284706E+01,2387,1135,8,2914,2387
169,2017/11/30,09:29:47,1.284706E+01,2392,1150,14,2911,2392
170,2017/11/30,09:29:47,1.284706E+01,2396,1164,20,2907,2396
171,2017/11/30,09:29:47,1.284706E+01,2405,1176,20,2906,2405
172,2017/11/30,09:29:47,1.284706E+01,2416,1192,14,2910,2416
173,2017/11/30,09:29:47,1.284706E+01,2423,1214,8,2913,2423
174,2017/11/30,09:29:47,1.284706E+01,2422,1232,8,2915,2422
175,2017/11/30,09:29:47,1.284706E+01,2419,1248,8,2913,2419
176,2017/11/30,09:29:47,1.284706E+01,2422,1265,4,2906,2422
177,2017/11/30,09:29:47,1.284706E+01,2430,1284,-3,2896,2430
178,2017/11/30,09:29:47,1.284706E+01,2438,1306,-7,2879,2438
179,2017/11/30,09:29:47,1.284706E+01,2437,1331,-4,2862,2437
180,2017/11/30,09:29:47,1.284706E+01,2436,1347,4,2838,2436
181,2017/11/30,09:29:47,1.284706E+01,2432,1359,7,2809,2432
182,2017/11/30,09:29:47,1.284706E+01,2434,1368,4,2777,2434
183,2017/11/30,09:29:47,1.284706E+01,2435,1374,-1,2740,2435
184,2017/11/30,09:29:47,1.284706E+01,2437,1376,-2,2692,2437
185,2017/11/30,09:29:47,1.284706E+01,2433,1372,2,2651,2433
186,2017/11/30,09:29:47,1.284706E+01,2432,1363,8,2610,2432
187,2017/11/30,09:29:47,1.284706E+01,2434,1355,8,2571,2434
188,2017/11/30,09:29:47,1.284706E+01,2440,1346,7,2533,2440
189,2017/11/30,09:29:47,1.284706E+01,2442,1337,13,2493,2442
190,2017/11/30,09:29:47,1.284706E+01,2441,1327,24,2441,2441
191,2017/11/30,09:29:47,1.284706E+01,2439,1314,35,2386,2439
192,2017/11/30,09:29:47,1.284706E+01,2442,1304,40,2318,2442
193,2017/11/30,09:29:47,1.284706E+01,2447,1297,35,2240,2447
194,2017/11/30,09:29:47,1.284706E+01,2447,1293,25,2155,2447
195,2017/11/30,09:29:47,1.284706E+01,2440,1290,13,2068,2440
196,2017/11/30,09:29:47,1.284706E+01,2430,1286,4,1963,2430
197,2017/11/30,09:29:47,1.284706E+01,2417,1275,-3,1883,2417
198,2017/11/30,09:29:47,1.284706E+01,2410,1262,-15,1802,2410
199,2017/11/30,09:29:47,1.284706E+01,2404,1247,-24,1718,2404
200,2017/11/30,09:29:47,1.284706E+01,2397,1235,-24,1633,2397
201,2017/11/30,09:29:47,1.284706E+01,2392,1226,-16,1546,2392
202,2017/11/30,09:29:47,1.284706E+01,2390,1218,-2,1431,2390
203,2017/11/30,09:29:47,1.284706E+01,2397,1207,5,1331,2397
204,2017/11/30,09:29:47,1.284706E+01,2401,1197,8,1226,2401
205,2017/11/30,09:29:47,1.284706E+01,2401,1191,11,1121,2401
206,2017/11/30,09:29:47,1.284706E+01,2394,1192,17,1014,2394
207,2017/11/30,09:29:47,1.284706E+01,2380,1201,21,906,2380
208,2017/11/30,09:29:47,1.284706E+01,2377,1213,19,774,2377
209,2017/11/30,09:29:47,1.284706E+01,2384,1224,14,670,2384
210,2017/11/30,09:29:47,1.284706E+01,2394,1230,12,564,2394
211,2017/11/30,09:29:47,1.284706E+01,2397,1236,15,452,2397
212,2017/11/30,09:29:47,1.284706E+01,2399,1245,21,333,2399
213,2017/11/30,09:29:47,1.284706E+01,2408,1256,25,205,2408
214,2017/11/30,09:29:47,1.284706E+01,2421,1267,23,69,2421
215,2017/11/30,09:29:47,1.284706E+01,2432,1279,18,18,2432
216,2017/11/30,09:29:47,1.284706E+01,2431,1287,14,-8,2431
217,2017/11/30,09:29:47,1.284706E+01,2420,1293,11,3,2420
218,2017/11/30,09:29:47,1.284706E+01,2412,1299,6,0,2412
219,2017/11/30,09:29:47,1.284706E+01,2411,1305,-3,-2,2411
220,2017/11/30,09:29:47,1.284706E+01,2416,1312,-10,3,2416
221,2017/11/30,09:29:47,1.284706E+01,2416,1320,-9,-6,2416
222,2017/11/30,09:29:47,1.284706E+01,2412,1326,-1,6,2412
223,2017/11/30,09:29:47,1.284706E+01,2406,1330,2,16,2406
224,2017/11/30,09:29:47,1.284706E+01,2410,1329,-1,24,2410
225,2017/11/30,09:29:47,1.284706E+01,2418,1325,-4,30,2418
226,2017/11/30,09:29:47,1.284706E+01,2424,1319,-1,23,2424
227,2017/11/30,09:29:47,1.284706E+01,2423,1311,3,31,2423
228,2017/11/30,09:29:47,1.284706E+01,2418,1305,7,42,2418
229,2017/11/30,09:29:47,1.284706E+01,2419,1297,10,51,2419
230,2017/11/30,09:29:47,1.284706E+01,2423,1289,15,51,2423
231,2017/11/30,09:29:47,1.284706E+01,2423,1283,26,43,2423
232,2017/11/30,09:29:47,1.284706E+01,2419,1278,39,27,2419
233,2017/11/30,09:29:47,1.284706E+01,2410,1274,49,16,2410
234,2017/11/30,09:29:47,1.284706E+01,2410,1271,50,11,2410
235,2017/11/30,09:29:47,1.284706E+01,2419,1272,42,10,2419
236,2017/11/30,09:29:47,1.284706E+01,2433,1278,30,8,2433
237,2017/11/30,09:29:47,1.284706E+01,2445,1286,13,8,2445
238,2017/11/30,09:29:47,1.284706E+01,2448,1296,-7,6,2448
239,2017/11/30,09:29:47,1.284706E+01,2446,1303,-31,5,2446
240,2017/11/30,09:29:47,1.284706E+01,2449,1305,-58,5,2449
241,2017/11/30,09:29:47,1.284706E+01,2453,1305,-67,2,2453
242,2017/11/30,09:29:47,1.284706E+01,2456,1307,-60,3,2456
243,2017/11/30,09:29:47,1.284706E+01,2454,1310,-38,4,2454
244,2017/11/30,09:29:47,1.284706E+01,2448,1311,-13,5,2448
245,2017/11/30,09:29:47,1.284706E+01,2442,1307,6,8,2442
246,2017/11/30,09:29:47,1.284706E+01,2443,1302,18,9,2443
247,2017/11/30,09:29:47,1.284706E+01,2452,1301,22,8,2452
248,2017/11/30,09:29:47,1.284706E+01,2457,1305,26,8,2457
249,2017/11/30,09:29:47,1.284706E+01,2455,1312,33,9,2455
250,2017/11/30,09:29:47,1.284706E+01,2445,1320,35,17,2445
251,2017/11/30,09:29:47,1.284706E+01,2443,1325,33,28,2443
252,2017/11/30,09:29:47,1.284706E+01,2445,1325,33,34,2445
253,2017/11/30,09:29:47,1.284706E+01,2446,1326,39,36,2446
254,2017/11/30,09:29:47,1.284706E+01,2445,1328,47,28,2445
255,2017/11/30,09:29:47,1.284706E+01,2445,1333,47,17,2445
256,2017/11/30,09:29:47,1.284706E+01,2452,1343,37,8,2452
257,2017/11/30,09:29:47,1.284706E+01,2468,1357,22,4,2468
258,2017/11/30,09:29:47,1.284706E+01,2479,1367,7,5,2479
259,2017/11/30,09:29:47,1.284706E+01,2482,1371,-7,5,2482
260,2017/11/30,09:29:47,1.284706E+01,2477,1372,-24,4,2477
261,2017/11/30,09:29:47,1.284706E+01,2474,1373,-41,6,2474
262,2017/11/30,09:29:47,1.284706E+01,2473,1376,-53,6,2473
263,2017/11/30,09:29:47,1.284706E+01,2471,1379,-55,7,2471
264,2017/11/30,09:29:47,1.284706E+01,2464,1375,-43,8,2464
265,2017/11/30,09:29:47,1.284706E+01,2453,1367,-29,6,2453
266,2017/11/30,09:29:47,1.284706E+01,2444,1356,-13,7,2444
267,2017/11/30,09:29:47,1.284706E+01,2441,1347,-2,7,2441
268,2017/11/30,09:29:47,1.284706E+01,2445,1342,7,6,2445
269,2017/11/30,09:29:47,1.284706E+01,2455,1339,16,8,2455
270,2017/11/30,09:29:47,1.284706E+01,2459,1340,31,7,2459
271,2017/11/30,09:29:47,1.284706E+01,2458,1339,40,8,2458
272,2017/11/30,09:29:47,1.284706E+01,2454,1339,44,7,2454
273,2017/11/30,09:29:47,1.284706E+01,2453,1340,46,6,2453
274,2017/11/30,09:29:47,1.284706E+01,2454,1341,48,6,2454
275,2017/11/30,09:29:47,1.284706E+01,2452,1346,51,6,2452
276,2017/11/30,09:29:47,1.284706E+01,2450,1350,48,5,2450
277,2017/11/30,09:29:47,1.284706E+01,2447,1354,37,6,2447
278,2017/11/30,09:29:47,1.284706E+01,2449,1355,24,6,2449
279,2017/11/30,09:29:47,1.284706E+01,2454,1356,11,6,2454
280,2017/11/30,09:29:47,1.284706E+01,2459,1356,0,6,2459
281,2017/11/30,09:29:47,1.284706E+01,2462,1358,-11,6,2462
282,2017/11/30,09:29:47,1.284706E+01,2460,1358,-24,7,2460
283,2017/11/30,09:29:47,1.284706E+01,2454,1357,-29,8,2454
284,2017/11/30,09:29:47,1.284706E+01,2450,1355,-27,8,2450
285,2017/11/30,09:29:47,1.284706E+01,2447,1352,-18,9,2447
286,2017/11/30,09:29:47,1.284706E+01,2444,1352,-9,8,2444
287,2017/11/30,09:29:47,1.284706E+01,2439,1352,-1,7,2439
288,2017/11/30,09:29:47,1.284706E+01,2439,1353,3,8,2439
289,2017/11/30,09:29:47,1.284706E+01,2435,1354,4,6,2435
290,2017/11/30,09:29:47,1.284706E+01,2433,1355,8,7,2433
291,2017/11/30,09:29:47,1.284706E+01,2429,1355,14,7,2429
292,2017/11/30,09:29:47,1.284706E+01,2426,1352,18,6,2426
293,2017/11/30,09:29:47,1.284706E+01,2426,1343,17,7,2426
294,2017/11/30,09:29:47,1.284706E+01,2425,1334,11,6,2425
295,2017/11/30,09:29:47,1.284706E+01,2424,1325,10,6,2424
296,2017/11/30,09:29:47,1.284706E+01,2420,1315,14,6,2420
297,2017/11/30,09:29:47,1.284706E+01,2415,1307,19,5,2415
298,2017/11/30,09:29:47,1.284706E+01,2411,1300,17,6,2411
299,2017/11/30,09:29:47,1.284706E+01,2406,1293,12,6,2406
300,2017/11/30,09:29:47,1.284706E+01,2403,1289,10,6,2403
301,2017/11/30,09:29:47,1.284706E+01,2401,1287,11,7,2401
302,2017/11/30,09:29:47,1.284706E+01,2402,1285,12,6,2402
303,2017/11/30,09:29:47,1.284706E+01,2404,1283,9,7,2404
304,2017/11/30,09:29:47,1.284706E+01,2403,1281,4,6,2403
305,2017/11/30,09:29:47,1.284706E+01,2400,1283,0,7,2400
306,2017/11/30,09:29:47,1.284706E+01,2395,1285,1,7,2395
307,2017/11/30,09:29:47,1.284706E+01,2388,1289,3,7,2388
308,2017/11/30,09:29:47,1.284706E+01,2385,1293,4,7,2385
309,2017/11/30,09:29:47,1.284706E+01,2385,1295,0,7,2385
310,2017/11/30,09:29:47,1.284706E+01,2389,1298,-5,6,2389
311,2017/11/30,09:29:47,1.284706E+01,2392,1302,-7,6,2392
312,2017/11/30,09:29:47,1.284706E+01,2394,1305,0,6,2394
313,2017/11/30,09:29:47,1.284706E+01,2397,1311,6,6,2397
314,2017/11/30,09:29:47,1.284706E+01,2403,1315,9,7,2403
315,2017/11/30,09:29:47,1.284706E+01,2409,1318,9,6,2409
316,2017/11/30,09:29:47,1.284706E+01,2411,1319,12,6,2411
317,2017/11/30,09:29:47,1.284706E+01,2408,1321,20,6,2408
318,2017/11/30,09:29:47,1.284706E+01,2406,1321,29,6,2406
319,2017/11/30,09:29:47,1.284706E+01,2403,1323,30,7,2403
320,2017/11/30,09:29:47,1.284706E+01,2401,1323,26,6,2401
321,2017/11/30,09:29:47,1.284706E+01,2403,1323,22,6,2403
322,2017/11/30,09:29:47,1.284706E+01,2400,1323,20,7,2400
323,2017/11/30,09:29:47,1.284706E+01,2397,1326,17,6,2397
324,2017/11/30,09:29:47,1.284706E+01,2396,1326,5,7,2396
325,2017/11/30,09:29:47,1.284706E+01,2401,1325,-8,7,2401
326,2017/11/30,09:29:47,1.284706E+01,2404,1322,-18,6,2404
327,2017/11/30,09:29:47,1.284706E+01,2403,1318,-19,6,2403
328,2017/11/30,09:29:47,1.284706E+01,2399,1319,-13,6,2399
329,2017/11/30,09:29:47,1.284706E+01,2400,1324,-6,6,2400
330,2017/11/30,09:29:47,1.284706E+01,2405,1326,-4,6,2405
331,2017/11/30,09:29:47,1.284706E+01,2406,1325,-4,5,2406
332,2017/11/30,09:29:47,1.284706E+01,2402,1320,0,5,2402
333,2017/11/30,09:29:47,1.284706E+01,2391,1315,11,5,2391
334,2017/11/30,09:29:47,1.284706E+01,2384,1314,21,6,2384
335,2017/11/30,09:29:47,1.284706E+01,2380,1315,24,7,2380
336,2017/11/30,09:29:47,1.284706E+01,2379,1312,22,6,2379
337,2017/11/30,09:29:47,1.284706E+01,2374,1306,20,6,2374
338,2017/11/30,09:29:47,1.284706E+01,2365,1297,22,7,2365
339,2017/11/30,09:29:47,1.284706E+01,2358,1290,21,6,2358
340,2017/11/30,09:29:47,1.284706E+01,2357,1288,17,6,2357
341,2017/11/30,09:29:47,1.284706E+01,2365,1291,9,6,2365
342,2017/11/30,09:29:47,1.284706E+01,2372,1292,0,6,2372
343,2017/11/30,09:29:47,1.284706E+01,2371,1294,-1,7,2371
344,2017/11/30,09:29:47,1.284706E+01,2371,1295,0,6,2371
345,2017/11/30,09:29:47,1.284706E+01,2375,1299,-1,6,2375
346,2017/11/30,09:29:47,1.284706E+01,2386,1302,-4,6,2386
347,2017/11/30,09:29:47,1.284706E+01,2397,1308,-7,6,2397
348,2017/11/30,09:29:47,1.284706E+01,2395,1310,-2,6,2395
349,2017/11/30,09:29:47,1.284706E+01,2388,1312,5,6,2388
350,2017/11/30,09:29:47,1.284706E+01,2386,1313,13,5,2386
351,2017/11/30,09:29:47,1.284706E+01,2392,1316,15,6,2392
352,2017/11/30,09:29:47,1.284706E+01,2400,1321,15,6,2400
353,2017/11/30,09:29:47,1.284706E+01,2411,1332,18,6,2411
354,2017/11/30,09:29:47,1.284706E+01,2415,1340,26,6,2415
355,2017/11/30,09:29:47,1.284706E+01,2416,1345,30,6,2416
356,2017/11/30,09:29:47,1.284706E+01,2417,1349,27,7,2417
357,2017/11/30,09:29:47,1.284706E+01,2422,1352,20,6,2422
358,2017/11/30,09:29:47,1.284706E+01,2421,1354,14,6,2421
359,2017/11/30,09:29:47,1.284706E+01,2407,1356,12,7,2407
360,2017/11/30,09:29:47,1.284706E+01,2389,1353,8,6,2389
361,2017/11/30,09:29:47,1.284706E+01,2382,1348,1,7,2382
362,2017/11/30,09:29:47,1.284706E+01,2381,1341,-10,6,2381
363,2017/11/30,09:29:47,1.284706E+01,2386,1336,-16,6,2386
364,2017/11/30,09:29:47,1.284706E+01,2391,1333,-16,7,2391
365,2017/11/30,09:29:47,1.284706E+01,2387,1335,-9,6,2387
366,2017/11/30,09:29:47,1.284706E+01,2386,1335,-1,6,2386
367,2017/11/30,09:29:47,1.284706E+01,2389,1333,0,6,2389
368,2017/11/30,09:29:47,1.284706E+01,2394,1327,0,6,2394
369,2017/11/30,09:29:47,1.284706E+01,2393,1322,4,6,2393
370,2017/11/30,09:29:47,1.284706E+01,2385,1318,14,6,2385
371,2017/11/30,09:29:47,1.284706E+01,2374,1319,24,6,2374
372,2017/11/30,09:29:47,1.284706E+01,2374,1321,29,6,2374
373,2017/11/30,09:29:47,1.284706E+01,2380,1323,28,6,2380
374,2017/11/30,09:29:47,1.284706E+01,2391,1328,28,6,2391
375,2017/11/30,09:29:47,1.284706E+01,2400,1334,30,6,2400
376,2017/11/30,09:29:47,1.284706E+01,2405,1341,30,5,2405
377,2017/11/30,09:29:47,1.284706E+01,2409,1348,25,6,2409
378,2017/11/30,09:29:47,1.284706E+01,2416,1350,13,6,2416
379,2017/11/30,09:29:47,1.284706E+01,2417,1351,7,6,2417
380,2017/11/30,09:29:47,1.284706E+01,2410,1349,3,6,2410
381,2017/11/30,09:29:47,1.284706E+01,2397,1344,0,6,2397
382,2017/11/30,09:29:47,1.284706E+01,2383,1338,-5,6,2383
