"DATA No","DATE","TIME","³µËÙ","A1","A2","A3","A4","A1-----A4ID1"
101,2017/11/30,09:46:58,7.439817E+00,364,3,5,3301,-2
102,2017/11/30,09:46:58,7.439817E+00,417,1,7,3293,-2
103,2017/11/30,09:46:58,7.439817E+00,469,-1,6,3295,-2
104,2017/11/30,09:46:58,7.439817E+00,535,-1,7,3299,-2
105,2017/11/30,09:46:58,7.439817E+00,630,-3,5,3301,-2
106,2017/11/30,09:46:58,7.439817E+00,714,-3,4,3297,-2
107,2017/11/30,09:46:58,7.439817E+00,804,-2,5,3289,-2
108,2017/11/30,09:46:58,7.439817E+00,898,0,4,3284,-2
109,2017/11/30,09:46:58,7.439817E+00,991,2,6,3282,-2
110,2017/11/30,09:46:58,7.439817E+00,1073,4,5,3280,-2
111,2017/11/30,09:46:58,7.439817E+00,1159,9,4,3276,-2
112,2017/11/30,09:46:58,7.439817E+00,1209,24,4,3273,-2
113,2017/11/30,09:46:58,7.439817E+00,1247,60,6,3272,-2
114,2017/11/30,09:46:58,7.439817E+00,1281,103,6,3272,-2
115,2017/11/30,09:46:58,7.439817E+00,1311,136,3,3273,-2
116,2017/11/30,09:46:58,7.439817E+00,1344,153,0,3276,-2
117,2017/11/30,09:46:58,7.439817E+00,1366,147,3,3279,-2
118,2017/11/30,09:46:58,7.439817E+00,1384,144,6,3284,-2
119,2017/11/30,09:46:58,7.439817E+00,1412,149,4,3289,-2
120,2017/11/30,09:46:58,7.439817E+00,1454,169,3,3292,-2
121,2017/11/30,09:46:58,7.439817E+00,1492,195,3,3292,-2
122,2017/11/30,09:46:58,7.439817E+00,1522,215,7,3285,1522
123,2017/11/30,09:46:58,7.439817E+00,1555,223,7,3278,1555
124,2017/11/30,09:46:58,7.439817E+00,1591,225,4,3271,1591
125,2017/11/30,09:46:58,7.439817E+00,1621,233,2,3266,1621
126,2017/11/30,09:46:58,7.439817E+00,1649,254,4,3259,1649
127,2017/11/30,09:46:58,7.439817E+00,1679,281,7,3254,1679
128,2017/11/30,09:46:58,7.439817E+00,1717,309,6,3249,1717
129,2017/11/30,09:46:58,7.439817E+00,1777,339,3,3248,1777
130,2017/11/30,09:46:58,7.439817E+00,1826,365,3,3250,1826
131,2017/11/30,09:46:58,7.439817E+00,1871,397,6,3253,1871
132,2017/11/30,09:46:58,7.439817E+00,1913,434,6,3256,1913
133,2017/11/30,09:46:58,7.439817E+00,1950,476,3,3256,1950
134,2017/11/30,09:46:58,7.439817E+00,1986,524,-2,3254,1986
135,2017/11/30,09:46:58,7.439817E+00,2018,594,-3,3251,2018
136,2017/11/30,09:46:58,7.439817E+00,2044,656,1,3250,2044
137,2017/11/30,09:46:58,7.439817E+00,2071,721,4,3249,2071
138,2017/11/30,09:46:58,7.439817E+00,2114,789,3,3248,2114
139,2017/11/30,09:46:58,7.439817E+00,2161,859,-1,3247,2161
140,2017/11/30,09:46:58,7.439817E+00,2209,931,0,3245,2209
141,2017/11/30,09:46:58,7.439817E+00,2263,1020,5,3243,2263
142,2017/11/30,09:46:58,7.439817E+00,2306,1090,9,3241,2306
143,2017/11/30,09:46:58,7.439817E+00,2353,1155,8,3237,2353
144,2017/11/30,09:46:58,7.439817E+00,2391,1216,3,3234,2391
145,2017/11/30,09:46:58,7.439817E+00,2424,1273,2,3232,2424
146,2017/11/30,09:46:58,7.439817E+00,2445,1329,4,3231,2445
147,2017/11/30,09:46:58,7.439817E+00,2460,1395,8,3233,2460
148,2017/11/30,09:46:58,7.439817E+00,2474,1448,10,3234,2474
149,2017/11/30,09:46:58,7.439817E+00,2486,1503,8,3235,2486
150,2017/11/30,09:46:58,7.439817E+00,2508,1552,9,3234,2508
151,2017/11/30,09:46:58,7.439817E+00,2523,1592,16,3232,2523
152,2017/11/30,09:46:58,7.439817E+00,2535,1628,28,3230,2535
153,2017/11/30,09:46:58,7.439817E+00,2548,1665,35,3229,2548
154,2017/11/30,09:46:58,7.439817E+00,2555,1698,35,3229,2555
155,2017/11/30,09:46:58,7.439817E+00,2567,1723,29,3227,2567
156,2017/11/30,09:46:58,7.439817E+00,2566,1737,28,3223,2566
157,2017/11/30,09:46:58,7.439817E+00,2554,1739,31,3219,2554
158,2017/11/30,09:46:58,7.439817E+00,2532,1728,35,3212,2532
159,2017/11/30,09:46:58,7.439817E+00,2497,1707,30,3207,2497
160,2017/11/30,09:46:58,7.439817E+00,2475,1681,23,3203,2475
161,2017/11/30,09:46:58,7.439817E+00,2449,1651,19,3201,2449
162,2017/11/30,09:46:58,7.439817E+00,2431,1616,22,3201,2431
163,2017/11/30,09:46:58,7.439817E+00,2412,1577,23,3202,2412
164,2017/11/30,09:46:58,7.439817E+00,2399,1537,19,3204,2399
165,2017/11/30,09:46:58,7.439817E+00,2394,1478,9,3207,2394
166,2017/11/30,09:46:58,7.439817E+00,2395,1427,-1,3208,2395
167,2017/11/30,09:46:58,7.439817E+00,2398,1371,-4,3207,2398
168,2017/11/30,09:46:58,7.439817E+00,2399,1314,-1,3205,2399
169,2017/11/30,09:46:58,7.439817E+00,2406,1258,2,3201,2406
170,2017/11/30,09:46:58,7.439817E+00,2410,1202,0,3195,2410
171,2017/11/30,09:46:58,7.439817E+00,2404,1150,-3,3188,2404
172,2017/11/30,09:46:58,7.439817E+00,2391,1124,-1,3183,2391
173,2017/11/30,09:46:58,7.439817E+00,2377,1103,3,3177,2377
174,2017/11/30,09:46:58,7.439817E+00,2369,1082,5,3173,2369
175,2017/11/30,09:46:58,7.439817E+00,2354,1048,2,3171,2354
176,2017/11/30,09:46:58,7.439817E+00,2342,1007,0,3171,2342
177,2017/11/30,09:46:58,7.439817E+00,2327,954,-1,3172,2327
178,2017/11/30,09:46:58,7.439817E+00,2318,919,2,3173,2318
179,2017/11/30,09:46:58,7.439817E+00,2310,902,7,3172,2310
180,2017/11/30,09:46:58,7.439817E+00,2302,896,8,3171,2302
181,2017/11/30,09:46:58,7.439817E+00,2304,890,4,3170,2304
182,2017/11/30,09:46:58,7.439817E+00,2307,878,-1,3169,2307
183,2017/11/30,09:46:58,7.439817E+00,2311,868,0,3169,2311
184,2017/11/30,09:46:58,7.439817E+00,2313,878,5,3168,2313
185,2017/11/30,09:46:58,7.439817E+00,2314,901,7,3167,2314
186,2017/11/30,09:46:58,7.439817E+00,2323,927,5,3165,2323
187,2017/11/30,09:46:58,7.439817E+00,2332,947,0,3164,2332
188,2017/11/30,09:46:58,7.439817E+00,2342,965,0,3164,2342
189,2017/11/30,09:46:58,7.439817E+00,2347,990,7,3163,2347
190,2017/11/30,09:46:58,7.439817E+00,2357,1017,11,3162,2357
191,2017/11/30,09:46:58,7.439817E+00,2377,1046,11,3161,2377
192,2017/11/30,09:46:58,7.439817E+00,2399,1075,7,3159,2399
193,2017/11/30,09:46:58,7.439817E+00,2421,1106,3,3157,2421
194,2017/11/30,09:46:58,7.439817E+00,2431,1135,4,3155,2431
195,2017/11/30,09:46:58,7.439817E+00,2439,1170,9,3155,2439
196,2017/11/30,09:46:58,7.439817E+00,2445,1201,9,3155,2445
197,2017/11/30,09:46:58,7.439817E+00,2451,1239,5,3156,2451
198,2017/11/30,09:46:58,7.439817E+00,2461,1280,0,3157,2461
199,2017/11/30,09:46:58,7.439817E+00,2463,1322,0,3157,2463
200,2017/11/30,09:46:58,7.439817E+00,2466,1361,5,3155,2466
201,2017/11/30,09:46:58,7.439817E+00,2472,1402,9,3154,2472
202,2017/11/30,09:46:58,7.439817E+00,2484,1428,4,3153,2484
203,2017/11/30,09:46:58,7.439817E+00,2505,1449,-1,3155,2505
204,2017/11/30,09:46:58,7.439817E+00,2520,1467,-4,3155,2520
205,2017/11/30,09:46:58,7.439817E+00,2534,1483,-1,3155,2534
206,2017/11/30,09:46:58,7.439817E+00,2535,1492,2,3151,2535
207,2017/11/30,09:46:58,7.439817E+00,2529,1497,5,3146,2529
208,2017/11/30,09:46:58,7.439817E+00,2521,1494,1,3139,2521
209,2017/11/30,09:46:58,7.439817E+00,2509,1485,-2,3133,2509
210,2017/11/30,09:46:58,7.439817E+00,2498,1477,-1,3126,2498
211,2017/11/30,09:46:58,7.439817E+00,2480,1465,4,3121,2480
212,2017/11/30,09:46:58,7.439817E+00,2466,1454,9,3114,2466
213,2017/11/30,09:46:58,7.439817E+00,2455,1438,8,3110,2455
214,2017/11/30,09:46:58,7.439817E+00,2454,1416,4,3106,2454
215,2017/11/30,09:46:58,7.439817E+00,2455,1387,3,3103,2455
216,2017/11/30,09:46:58,7.439817E+00,2448,1353,7,3100,2448
217,2017/11/30,09:46:58,7.439817E+00,2441,1317,12,3097,2441
218,2017/11/30,09:46:58,7.439817E+00,2428,1282,13,3093,2428
219,2017/11/30,09:46:58,7.439817E+00,2417,1243,11,3088,2417
220,2017/11/30,09:46:58,7.439817E+00,2410,1212,6,3084,2410
221,2017/11/30,09:46:58,7.439817E+00,2399,1179,4,3080,2399
222,2017/11/30,09:46:58,7.439817E+00,2388,1145,7,3076,2388
223,2017/11/30,09:46:58,7.439817E+00,2371,1113,6,3072,2371
224,2017/11/30,09:46:58,7.439817E+00,2360,1084,1,3069,2360
225,2017/11/30,09:46:58,7.439817E+00,2351,1057,-7,3068,2351
226,2017/11/30,09:46:58,7.439817E+00,2348,1041,-9,3068,2348
227,2017/11/30,09:46:58,7.439817E+00,2342,1027,-6,3070,2342
228,2017/11/30,09:46:58,7.439817E+00,2333,1014,0,3070,2333
229,2017/11/30,09:46:58,7.439817E+00,2333,1001,2,3069,2333
230,2017/11/30,09:46:58,7.439817E+00,2333,991,-1,3068,2333
231,2017/11/30,09:46:58,7.439817E+00,2340,987,-2,3066,2340
232,2017/11/30,09:46:58,7.439817E+00,2340,990,0,3066,2340
233,2017/11/30,09:46:58,7.439817E+00,2334,994,6,3068,2334
234,2017/11/30,09:46:58,7.439817E+00,2333,997,8,3068,2333
235,2017/11/30,09:46:58,7.439817E+00,2333,1000,6,3068,2333
236,2017/11/30,09:46:58,7.439817E+00,2338,1009,2,3069,2338
237,2017/11/30,09:46:58,7.439817E+00,2344,1028,1,3070,2344
238,2017/11/30,09:46:58,7.439817E+00,2346,1048,6,3070,2346
239,2017/11/30,09:46:58,7.439817E+00,2354,1069,8,3069,2354
240,2017/11/30,09:46:58,7.439817E+00,2359,1090,7,3067,2359
241,2017/11/30,09:46:58,7.439817E+00,2373,1113,3,3063,2373
242,2017/11/30,09:46:58,7.439817E+00,2383,1138,0,3057,2383
243,2017/11/30,09:46:58,7.439817E+00,2399,1172,3,3051,2399
244,2017/11/30,09:46:58,7.439817E+00,2408,1199,6,3045,2408
245,2017/11/30,09:46:58,7.439817E+00,2415,1226,8,3040,2415
246,2017/11/30,09:46:58,7.439817E+00,2428,1250,5,3035,2428
247,2017/11/30,09:46:58,7.439817E+00,2437,1270,1,3032,2437
248,2017/11/30,09:46:58,7.439817E+00,2447,1286,2,3033,2447
249,2017/11/30,09:46:58,7.439817E+00,2449,1304,7,3034,2449
250,2017/11/30,09:46:58,7.439817E+00,2448,1319,11,3035,2448
251,2017/11/30,09:46:58,7.439817E+00,2449,1331,9,3035,2449
252,2017/11/30,09:46:58,7.439817E+00,2449,1342,3,3033,2449
253,2017/11/30,09:46:58,7.439817E+00,2453,1352,0,3031,2453
254,2017/11/30,09:46:58,7.439817E+00,2452,1358,1,3032,2452
255,2017/11/30,09:46:58,7.439817E+00,2454,1364,4,3033,2454
256,2017/11/30,09:46:58,7.439817E+00,2456,1367,2,3035,2456
257,2017/11/30,09:46:58,7.439817E+00,2465,1368,-2,3037,2465
258,2017/11/30,09:46:58,7.439817E+00,2473,1367,-5,3040,2473
259,2017/11/30,09:46:58,7.439817E+00,2476,1365,-4,3043,2476
260,2017/11/30,09:46:58,7.439817E+00,2476,1359,1,3049,2476
261,2017/11/30,09:46:58,7.439817E+00,2470,1345,6,3055,2470
262,2017/11/30,09:46:58,7.439817E+00,2467,1330,5,3062,2467
263,2017/11/30,09:46:58,7.439817E+00,2466,1315,2,3070,2466
264,2017/11/30,09:46:58,7.439817E+00,2462,1301,2,3078,2462
265,2017/11/30,09:46:58,7.439817E+00,2459,1287,5,3087,2459
266,2017/11/30,09:46:58,7.439817E+00,2449,1273,9,3100,2449
267,2017/11/30,09:46:58,7.439817E+00,2443,1252,9,3113,2443
268,2017/11/30,09:46:58,7.439817E+00,2440,1236,4,3128,2440
269,2017/11/30,09:46:58,7.439817E+00,2439,1222,0,3145,2439
270,2017/11/30,09:46:58,7.439817E+00,2437,1209,1,3166,2437
271,2017/11/30,09:46:58,7.439817E+00,2429,1198,6,3188,2429
272,2017/11/30,09:46:58,7.439817E+00,2427,1189,9,3218,2427
273,2017/11/30,09:46:58,7.439817E+00,2422,1182,7,3242,2422
274,2017/11/30,09:46:58,7.439817E+00,2426,1178,2,3261,2426
275,2017/11/30,09:46:58,7.439817E+00,2427,1175,0,3274,2427
276,2017/11/30,09:46:58,7.439817E+00,2425,1174,1,3280,2425
277,2017/11/30,09:46:58,7.439817E+00,2425,1175,1,3281,2425
278,2017/11/30,09:46:58,7.439817E+00,2423,1175,-2,3277,2423
279,2017/11/30,09:46:58,7.439817E+00,2430,1176,-9,3275,2430
280,2017/11/30,09:46:58,7.439817E+00,2435,1178,-11,3273,2435
281,2017/11/30,09:46:58,7.439817E+00,2439,1183,-8,3272,2439
282,2017/11/30,09:46:58,7.439817E+00,2439,1190,-1,3271,2439
283,2017/11/30,09:46:58,7.439817E+00,2436,1200,6,3268,2436
284,2017/11/30,09:46:58,7.439817E+00,2442,1212,12,3261,2442
285,2017/11/30,09:46:58,7.439817E+00,2448,1226,16,3251,2448
286,2017/11/30,09:46:58,7.439817E+00,2455,1240,21,3233,2455
287,2017/11/30,09:46:58,7.439817E+00,2458,1259,28,3209,2458
288,2017/11/30,09:46:58,7.439817E+00,2460,1278,30,3180,2460
289,2017/11/30,09:46:58,7.439817E+00,2469,1297,24,3148,2469
290,2017/11/30,09:46:58,7.439817E+00,2478,1316,13,3106,2478
291,2017/11/30,09:46:58,7.439817E+00,2492,1339,2,3074,2492
292,2017/11/30,09:46:58,7.439817E+00,2495,1357,-1,3042,2495
293,2017/11/30,09:46:58,7.439817E+00,2495,1370,0,3011,2495
294,2017/11/30,09:46:58,7.439817E+00,2495,1381,0,2980,2495
295,2017/11/30,09:46:58,7.439817E+00,2494,1389,-2,2952,2494
296,2017/11/30,09:46:58,7.439817E+00,2497,1393,-4,2920,2497
297,2017/11/30,09:46:58,7.439817E+00,2492,1393,-3,2896,2492
298,2017/11/30,09:46:58,7.439817E+00,2486,1389,1,2873,2486
299,2017/11/30,09:46:58,7.439817E+00,2480,1382,2,2850,2480
300,2017/11/30,09:46:58,7.439817E+00,2475,1376,0,2834,2475
301,2017/11/30,09:46:58,7.439817E+00,2478,1368,-5,2821,2478
302,2017/11/30,09:46:58,7.439817E+00,2478,1359,-9,2812,2478
303,2017/11/30,09:46:58,7.439817E+00,2479,1346,-4,2811,2479
304,2017/11/30,09:46:58,7.439817E+00,2475,1336,3,2819,2475
305,2017/11/30,09:46:58,7.439817E+00,2471,1324,7,2828,2471
306,2017/11/30,09:46:58,7.439817E+00,2475,1315,10,2836,2475
307,2017/11/30,09:46:58,7.439817E+00,2478,1304,12,2841,2478
308,2017/11/30,09:46:58,7.439817E+00,2481,1295,17,2847,2481
309,2017/11/30,09:46:58,7.439817E+00,2476,1283,25,2849,2476
310,2017/11/30,09:46:58,7.439817E+00,2472,1275,28,2847,2472
311,2017/11/30,09:46:58,7.439817E+00,2468,1269,23,2840,2468
312,2017/11/30,09:46:58,7.439817E+00,2464,1265,13,2831,2464
313,2017/11/30,09:46:58,7.439817E+00,2466,1260,4,2816,2466
314,2017/11/30,09:46:58,7.439817E+00,2462,1256,-1,2790,2462
315,2017/11/30,09:46:58,7.439817E+00,2461,1251,-4,2763,2461
316,2017/11/30,09:46:58,7.439817E+00,2459,1248,-7,2731,2459
317,2017/11/30,09:46:58,7.439817E+00,2463,1246,-12,2696,2463
318,2017/11/30,09:46:58,7.439817E+00,2469,1248,-14,2657,2469
319,2017/11/30,09:46:58,7.439817E+00,2468,1250,-11,2615,2468
320,2017/11/30,09:46:58,7.439817E+00,2468,1255,-3,2559,2468
321,2017/11/30,09:46:58,7.439817E+00,2463,1262,4,2510,2463
322,2017/11/30,09:46:58,7.439817E+00,2463,1268,7,2458,2463
323,2017/11/30,09:46:58,7.439817E+00,2466,1276,6,2403,2466
324,2017/11/30,09:46:58,7.439817E+00,2467,1287,9,2342,2467
325,2017/11/30,09:46:58,7.439817E+00,2469,1300,13,2279,2469
326,2017/11/30,09:46:58,7.439817E+00,2467,1312,19,2193,2467
327,2017/11/30,09:46:58,7.439817E+00,2472,1325,20,2122,2472
328,2017/11/30,09:46:58,7.439817E+00,2479,1334,15,2046,2479
329,2017/11/30,09:46:58,7.439817E+00,2490,1343,10,1969,2490
330,2017/11/30,09:46:58,7.439817E+00,2500,1351,8,1890,2500
331,2017/11/30,09:46:58,7.439817E+00,2504,1359,8,1808,2504
332,2017/11/30,09:46:58,7.439817E+00,2509,1368,6,1699,2509
333,2017/11/30,09:46:58,7.439817E+00,2512,1377,-1,1611,2512
334,2017/11/30,09:46:58,7.439817E+00,2518,1382,-7,1523,2518
335,2017/11/30,09:46:58,7.439817E+00,2518,1385,-8,1433,2518
336,2017/11/30,09:46:58,7.439817E+00,2512,1382,-3,1349,2512
337,2017/11/30,09:46:58,7.439817E+00,2507,1379,2,1267,2507
338,2017/11/30,09:46:58,7.439817E+00,2499,1375,4,1171,2499
339,2017/11/30,09:46:58,7.439817E+00,2498,1370,0,1098,2498
340,2017/11/30,09:46:58,7.439817E+00,2494,1364,-1,1028,2494
341,2017/11/30,09:46:58,7.439817E+00,2489,1355,1,959,2489
342,2017/11/30,09:46:58,7.439817E+00,2483,1344,5,897,2483
343,2017/11/30,09:46:58,7.439817E+00,2477,1332,8,841,2477
344,2017/11/30,09:46:58,7.439817E+00,2480,1323,7,781,2480
345,2017/11/30,09:46:58,7.439817E+00,2485,1315,4,737,2485
346,2017/11/30,09:46:58,7.439817E+00,2492,1310,4,693,2492
347,2017/11/30,09:46:58,7.439817E+00,2492,1307,8,651,2492
348,2017/11/30,09:46:58,7.439817E+00,2487,1303,12,610,2487
349,2017/11/30,09:46:58,7.439817E+00,2486,1300,12,566,2486
350,2017/11/30,09:46:58,7.439817E+00,2484,1298,8,506,2484
351,2017/11/30,09:46:58,7.439817E+00,2485,1298,2,457,2485
352,2017/11/30,09:46:58,7.439817E+00,2482,1299,2,407,2482
353,2017/11/30,09:46:58,7.439817E+00,2479,1300,3,354,2479
354,2017/11/30,09:46:58,7.439817E+00,2478,1301,1,295,2478
355,2017/11/30,09:46:58,7.439817E+00,2481,1301,-4,233,2481
356,2017/11/30,09:46:58,7.439817E+00,2488,1301,-9,152,2488
357,2017/11/30,09:46:58,7.439817E+00,2491,1305,-10,84,2491
358,2017/11/30,09:46:58,7.439817E+00,2493,1308,-5,33,2493
359,2017/11/30,09:46:58,7.439817E+00,2489,1311,-1,7,2489
360,2017/11/30,09:46:58,7.439817E+00,2485,1314,0,-6,2485
361,2017/11/30,09:46:58,7.439817E+00,2489,1317,-3,-4,2489
362,2017/11/30,09:46:58,7.439817E+00,2488,1320,-3,-5,2488
363,2017/11/30,09:46:58,7.439817E+00,2490,1325,4,-5,2490
364,2017/11/30,09:46:58,7.439817E+00,2487,1330,14,-2,2487
365,2017/11/30,09:46:58,7.439817E+00,2483,1334,19,-7,2483
366,2017/11/30,09:46:58,7.439817E+00,2485,1337,18,-3,2485
367,2017/11/30,09:46:58,7.439817E+00,2485,1341,12,-1,2485
368,2017/11/30,09:46:58,7.439817E+00,2491,1344,7,-2,2491
369,2017/11/30,09:46:58,7.439817E+00,2487,1345,3,1,2487
370,2017/11/30,09:46:58,7.439817E+00,2485,1345,0,-2,2485
371,2017/11/30,09:46:58,7.439817E+00,2485,1343,-7,1,2485
372,2017/11/30,09:46:58,7.439817E+00,2487,1342,-14,3,2487
373,2017/11/30,09:46:58,7.439817E+00,2493,1339,-17,2,2493
374,2017/11/30,09:46:58,7.439817E+00,2492,1337,-11,3,2492
375,2017/11/30,09:46:58,7.439817E+00,2484,1332,4,1,2484
376,2017/11/30,09:46:58,7.439817E+00,2477,1329,15,1,2477
377,2017/11/30,09:46:58,7.439817E+00,2473,1326,18,3,2473
378,2017/11/30,09:46:58,7.439817E+00,2476,1324,17,2,2476
379,2017/11/30,09:46:58,7.439817E+00,2477,1325,16,2,2477
380,2017/11/30,09:46:58,7.439817E+00,2480,1325,17,2,2480
