397.19992 	0.00033 	395.06125 	0.00072 	393.68391 	-0.00004 	392.73722 	0.00103 	391.99861 	-0.00013 	391.35042 	-0.00257 	390.83827 	0.00101 	390.40324 	0.00085 	390.01998 	-0.00377 	389.69531 	-0.00209 	389.42183 	0.00096 	389.19025 	0.00036 	388.98671 	0.00054 	388.80872 	0.00121 	388.64809 	0.00060 	388.49634 	0.00015 	388.36096 	0.00034 	388.23536 	-0.00036 	388.11904 	0.00098 	388.01022 	-0.00048 	387.91256 	-0.00049 	387.82527 	-0.00170 	387.73838 	-0.00013 	387.66158 	-0.00435 	387.59386 	0.00136 	387.52949 	0.00013 	387.46528 	0.00087 	387.40982 	-0.00042 	387.35170 	-0.00041 	387.29854 	-0.00109 	387.24063 	-0.00099 	387.18298 	0.00101 	387.12637 	-0.00364 	387.07641 	0.00035 	387.01876 	-0.00292 	386.95831 	-0.00342 	386.89041 	-0.00533 	386.81363 	-0.00276 	386.72713 	-0.00173 	386.63399 	-0.00163 	386.53716 	-0.00108 	386.43370 	-0.00128 	386.33980 	-0.00245 	386.24347 	-0.00193 
397.14539 	5.01115 	394.98088 	5.04343 	393.64002 	5.02152 	392.66093 	5.01315 	391.91433 	5.00230 	391.30665 	4.99435 	390.79861 	4.98757 	390.35230 	5.04385 	389.95967 	5.03750 	389.61840 	5.03453 	389.34262 	5.03266 	389.10913 	5.02913 	388.91108 	5.02399 	388.72887 	5.02423 	388.56937 	5.02198 	388.41950 	5.01314 	388.28413 	5.02123 	388.16197 	5.01900 	388.05156 	5.01540 	387.94873 	5.01610 	387.85132 	5.00988 	387.76050 	5.01302 	387.67818 	5.01091 	387.60521 	5.01033 	387.53278 	5.00783 	387.46409 	5.00906 	387.39929 	5.00723 	387.33875 	5.00684 	387.28050 	5.00356 	387.22546 	5.00324 	387.17223 	5.00286 	387.12140 	4.99998 	387.06622 	5.00128 	387.01539 	5.00340 	386.95311 	5.00453 	386.88767 	4.99912 	386.81948 	4.99513 	386.73953 	4.99331 	386.66067 	4.99514 	386.56733 	4.99544 	386.46910 	4.99334 	386.36492 	4.99528 	386.25388 	4.99078 	386.15244 	4.98861 
397.06152 	10.02505 	394.85892 	10.08841 	393.52989 	10.04691 	392.55211 	10.02618 	391.79663 	10.00578 	391.18697 	9.99050 	390.66850 	9.97842 	390.22271 	10.08787 	389.83105 	10.07817 	389.49972 	10.06861 	389.22695 	10.06412 	388.99635 	10.05818 	388.79775 	10.05636 	388.61867 	10.05247 	388.46196 	10.04209 	388.31512 	10.04194 	388.18432 	10.03625 	388.06040 	10.03288 	387.94944 	10.03281 	387.84681 	10.02619 	387.74852 	10.02531 	387.65946 	10.02508 	387.57674 	10.02048 	387.50000 	10.01815 	387.43488 	10.01565 	387.36401 	10.01748 	387.29978 	10.01473 	387.23523 	10.01420 	387.17694 	10.00520 	387.11809 	10.00944 	387.06517 	10.01206 	387.01400 	10.00818 	386.96503 	10.00164 	386.91171 	10.00195 	386.85166 	10.00090 	386.78620 	9.99760 	386.71443 	9.99655 	386.63672 	9.99062 	386.55123 	9.98952 	386.46019 	9.99473 	386.36065 	9.98999 	386.25543 	9.98825 	386.14621 	9.98428 	386.03877 	9.97964 
396.91073 	15.02349 	394.72171 	15.12340 	393.36897 	15.07452 	392.42167 	15.03738 	391.66073 	15.00807 	391.04669 	14.98867 	390.52475 	14.96472 	390.05854 	15.13667 	389.65888 	15.11979 	389.32753 	15.10932 	389.05799 	15.09300 	388.83021 	15.09003 	388.63799 	15.08507 	388.45921 	15.07607 	388.30058 	15.06526 	388.15073 	15.05743 	388.02345 	15.05470 	387.90298 	15.04979 	387.79784 	15.04778 	387.69948 	15.04280 	387.60741 	15.04217 	387.51774 	15.04186 	387.43637 	15.03590 	387.36157 	15.02920 	387.28527 	15.03045 	387.21676 	15.02826 	387.15486 	15.02163 	387.08977 	15.01991 	387.02726 	15.02029 	386.97174 	15.01540 	386.91595 	15.01352 	386.86546 	15.00933 	386.81250 	15.00833 	386.75710 	15.00363 	386.69673 	15.00230 	386.63099 	15.00192 	386.56440 	14.99546 	386.48400 	14.99482 	386.40221 	14.99358 	386.30941 	14.98976 	386.20865 	14.98695 	386.10852 	14.98002 	386.00237 	14.97513 	385.90222 	14.97270 
396.72058 	20.03442 	394.48543 	20.16192 	393.16140 	20.09238 	392.18938 	20.05031 	391.44799 	20.00942 	390.82804 	19.97964 	390.29383 	19.94396 	389.82216 	20.16702 	389.42752 	20.15575 	389.09593 	20.13177 	388.83481 	20.12332 	388.60907 	20.11108 	388.41838 	20.09944 	388.24813 	20.09350 	388.09995 	20.08619 	387.95816 	20.07223 	387.83085 	20.07620 	387.71613 	20.06726 	387.60592 	20.06636 	387.50410 	20.05971 	387.41355 	20.04471 	387.32370 	20.04191 	387.24103 	20.03891 	387.16904 	20.03759 	387.09154 	20.03328 	387.02793 	20.03132 	386.96189 	20.02844 	386.90784 	20.02288 	386.84662 	20.02302 	386.78851 	20.02092 	386.73392 	20.01649 	386.68443 	20.01206 	386.62385 	20.00596 	386.56772 	20.00549 	386.50570 	20.00275 	386.44466 	19.99988 	386.37907 	19.99568 	386.30350 	19.99334 	386.22187 	19.98848 	386.14022 	19.98312 	386.04380 	19.97914 	385.93983 	19.97126 	385.82818 	19.96399 	385.72645 	19.95952 
396.41929 	25.03854 	394.24517 	25.20311 	392.91358 	25.11435 	391.93648 	25.05506 	391.15782 	25.00304 	390.54908 	24.97041 	390.01281 	24.93612 	389.54269 	25.21040 	389.16198 	25.18666 	388.84616 	25.16687 	388.58685 	25.15084 	388.36500 	25.13844 	388.17771 	25.12667 	388.00474 	25.11023 	387.85714 	25.10260 	387.72102 	25.10022 	387.60070 	25.08110 	387.48498 	25.07731 	387.36990 	25.06959 	387.26911 	25.06350 	387.17537 	25.06404 	387.08812 	25.05143 	387.00934 	25.04507 	386.93466 	25.04415 	386.86286 	25.03993 	386.79679 	25.03915 	386.73082 	25.03056 	386.67052 	25.02876 	386.61344 	25.02723 	386.55917 	25.01568 	386.50044 	25.01081 	386.44623 	25.01087 	386.39025 	25.01470 	386.33133 	24.99952 	386.27056 	25.00025 	386.20637 	24.99600 	386.14130 	24.98989 	386.06728 	24.98367 	385.99333 	24.97810 	385.91224 	24.97431 	385.81786 	24.97346 	385.72377 	24.96489 	385.61219 	24.95931 	385.50990 	24.95096 
396.06208 	30.04239 	393.89288 	30.23454 	392.58658 	30.13726 	391.62484 	30.06156 	390.86365 	30.00554 	390.23694 	29.95681 	389.70503 	29.91624 	389.24501 	30.25283 	388.87856 	30.22041 	388.56559 	30.19650 	388.29815 	30.17260 	388.06684 	30.16376 	387.87323 	30.14654 	387.70280 	30.13110 	387.55181 	30.11599 	387.41305 	30.11022 	387.29174 	30.09914 	387.17728 	30.08920 	387.07045 	30.08005 	386.96952 	30.07316 	386.88173 	30.06457 	386.79522 	30.06282 	386.71999 	30.05322 	386.64539 	30.04881 	386.57275 	30.04891 	386.50311 	30.04108 	386.43349 	30.03634 	386.36627 	30.03160 	386.30358 	30.01728 	386.24660 	30.02355 	386.19150 	30.01154 	386.13753 	30.00497 	386.08467 	30.00427 	386.03163 	30.00359 	385.97686 	29.99419 	385.91506 	29.99205 	385.85314 	29.98730 	385.79490 	29.98265 	385.71882 	29.97397 	385.64218 	29.97381 	385.54957 	29.96709 	385.45242 	29.95473 	385.34648 	29.94743 	385.25185 	29.94048 
395.64639 	35.02625 	393.48451 	35.26591 	392.17539 	35.15052 	391.22540 	35.06344 	390.48564 	34.99516 	389.87444 	34.94132 	389.34837 	34.88880 	388.85010 	35.27949 	388.47953 	35.25455 	388.16978 	35.21570 	387.90920 	35.20583 	387.68012 	35.17510 	387.48367 	35.15689 	387.31483 	35.14118 	387.16406 	35.12907 	387.02672 	35.11613 	386.90569 	35.10955 	386.79167 	35.09848 	386.68702 	35.08084 	386.58647 	35.07835 	386.49290 	35.06797 	386.40808 	35.05845 	386.33009 	35.04986 	386.25096 	35.04483 	386.18087 	35.03863 	386.11489 	35.03736 	386.04746 	35.02712 	385.98356 	35.02796 	385.92099 	35.01673 	385.86750 	35.01507 	385.80925 	35.00937 	385.76290 	35.00341 	385.71041 	34.99910 	385.66411 	34.99193 	385.61293 	34.98422 	385.56293 	34.97720 	385.50936 	34.97073 	385.44666 	34.97495 	385.37923 	34.96724 	385.30395 	34.95872 	385.21784 	34.95193 	385.12405 	34.94584 	385.01928 	34.93529 	384.91755 	34.93343 
395.18304 	40.01573 	393.03044 	40.29169 	391.67913 	40.15725 	390.74745 	40.04702 	390.02074 	39.98524 	389.42820 	39.92705 	388.90675 	39.87016 	388.39833 	40.31443 	388.01503 	40.26878 	387.70861 	40.23841 	387.45465 	40.21336 	387.22982 	40.18906 	387.03603 	40.16714 	386.86699 	40.15144 	386.71534 	40.13507 	386.57168 	40.12678 	386.44964 	40.11493 	386.33084 	40.09415 	386.22070 	40.07943 	386.12300 	40.07863 	386.03517 	40.06122 	385.94768 	40.06021 	385.86690 	40.04664 	385.78801 	40.04028 	385.71350 	40.03105 	385.65199 	40.02870 	385.59577 	40.01892 	385.53631 	40.01539 	385.47334 	40.00958 	385.41953 	40.00472 	385.36911 	39.99692 	385.32499 	39.99438 	385.27707 	39.98668 	385.23188 	39.98227 	385.19535 	39.97039 	385.13765 	39.97330 	385.08835 	39.96625 	385.02964 	39.95719 	384.96367 	39.95101 	384.89370 	39.94248 	384.82056 	39.93718 	384.73090 	39.92953 	384.62330 	39.91849 	384.51679 	39.90701 
394.64616 	44.99932 	392.40141 	45.30280 	391.13502 	45.14689 	390.22341 	45.04547 	389.50864 	44.96149 	388.91390 	44.89389 	388.39071 	44.83556 	387.88711 	45.33264 	387.50779 	45.28863 	387.19938 	45.25623 	386.94212 	45.22391 	386.71445 	45.19342 	386.51770 	45.16751 	386.34388 	45.16011 	386.19027 	45.13700 	386.04928 	45.11541 	385.91949 	45.10496 	385.80427 	45.09114 	385.69649 	45.08043 	385.58977 	45.06417 	385.50077 	45.05521 	385.41161 	45.04446 	385.33366 	45.03698 	385.26046 	45.02500 	385.19245 	45.02082 	385.13545 	45.01368 	385.08457 	45.00469 	385.03179 	44.99809 	384.97296 	44.99793 	384.91573 	44.99009 	384.86701 	44.98524 	384.82450 	44.97251 	384.77849 	44.97294 	384.74417 	44.96731 	384.70889 	44.96162 	384.66761 	44.95987 	384.61421 	44.95009 	384.55032 	44.93171 	384.48526 	44.93360 	384.41122 	44.93063 	384.32922 	44.91418 	384.22978 	44.90421 	384.11984 	44.89487 	384.01002 	44.88321 
